"partNumber","description","category","subCategory","manufacturer","stock","imgUrl","weight","vendor","price","unitMeasure","url","createdAt","updatedAt"
"23037873-12","CLAMP: LOOP,MULTI,HINGED,ST,","Aircraft Parts","ENGINES","Rolls-Royce - RR300 Piece Parts",9,null,0,"aviallaltuser",96.89,"","https://shop.boeing.com/aviation-supply/p/23037873-12=R4","{\"$date\":\"2024-02-25T18:50:52.108Z\"}","{\"$date\":\"2024-02-25T18:50:52.108Z\"}"
"LT14071","FRAME: EDGE,VARIABLE INLET, GUIDE","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LT14071=R2","{\"$date\":\"2024-02-25T18:50:55.553Z\"}","{\"$date\":\"2024-02-25T18:50:55.553Z\"}"
"RR30000121","GEARSHAFT: SPUR, FUEL CONTROL & OIL PUMP","Aircraft Parts","ENGINES","Rolls-Royce - RR300 Piece Parts",10,null,0,"aviallaltuser",4928.26,"","https://shop.boeing.com/aviation-supply/p/RR30000121=R4","{\"$date\":\"2024-02-25T18:50:59.187Z\"}","{\"$date\":\"2024-02-25T18:50:59.187Z\"}"
"2537700-71","RESTRICTOR: AIR FLOW,","Aircraft Parts","ENGINES","Rolls-Royce - M250 New Surplus",1,null,0,"aviallaltuser",378.75,"","https://shop.boeing.com/aviation-supply/p/2537700-71=MN","{\"$date\":\"2024-02-25T18:51:02.736Z\"}","{\"$date\":\"2024-02-25T18:51:02.736Z\"}"
"7593315-001","PORT ADAPTER,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/7593315-001=MN","{\"$date\":\"2024-02-25T18:51:06.249Z\"}","{\"$date\":\"2024-02-25T19:30:07.360Z\"}"
"6899282-32","ORIFICE: VALVE,BLEED, COMPRESSOR","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",18,null,0,"aviallaltuser",12.9,"","https://shop.boeing.com/aviation-supply/p/6899282-32=64","{\"$date\":\"2024-02-25T18:51:09.772Z\"}","{\"$date\":\"2024-02-25T18:51:09.772Z\"}"
"UL24086","BRACKET: MOUNTING,FRT,COMP,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL24086=R2","{\"$date\":\"2024-02-25T18:51:13.286Z\"}","{\"$date\":\"2024-02-25T18:51:13.286Z\"}"
"6813099-06500","SLEEVING,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6813099-06500=T5","{\"$date\":\"2024-02-25T18:51:16.541Z\"}","{\"$date\":\"2024-02-25T18:51:16.541Z\"}"
"6813381P009","PIN: SHLDR,HEADLESS,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6813381P009=T5","{\"$date\":\"2024-02-25T18:51:19.933Z\"}","{\"$date\":\"2024-02-25T18:51:19.933Z\"}"
"M250-10775","TUBE: FPPU TO FMU BYPASS,ASSEMBLY,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",2,null,0,"aviallaltuser",598.82,"","https://shop.boeing.com/aviation-supply/p/M250-10775=64","{\"$date\":\"2024-02-25T18:51:23.712Z\"}","{\"$date\":\"2024-02-25T18:51:23.712Z\"}"
"M250-10617","TUBE ASSY, GEARBX TO SCAVENGE,OIL FILTER,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",1,null,0,"aviallaltuser",465.39,"","https://shop.boeing.com/aviation-supply/p/M250-10617=64","{\"$date\":\"2024-02-25T18:51:27.251Z\"}","{\"$date\":\"2024-02-25T18:51:27.251Z\"}"
"23079815","SUPPORT: LINER,IGNITOR,ASSEMBLY,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",2,null,0,"aviallaltuser",1314.6,"","https://shop.boeing.com/aviation-supply/p/23079815=T5","{\"$date\":\"2024-02-25T18:51:30.355Z\"}","{\"$date\":\"2024-02-25T18:51:30.355Z\"}"
"NAS1149C0416R","WASHER: FLT,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",2837,null,0,"aviallaltuser",0.06,"","https://shop.boeing.com/aviation-supply/p/NAS1149C0416R=64","{\"$date\":\"2024-02-25T18:51:34.111Z\"}","{\"$date\":\"2024-02-25T18:51:34.111Z\"}"
"MS9600-216","BRACKET, ANGLE, 90 DEG,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",0,null,0,"aviallaltuser",65.49,"","https://shop.boeing.com/aviation-supply/p/MS9600-216=64","{\"$date\":\"2024-02-25T18:52:01.704Z\"}","{\"$date\":\"2024-02-25T18:52:01.704Z\"}"
"RR30000270","SWITCH: PRESSURE,ANTI-ICE,ASSEMBLY,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",3,null,0,"aviallaltuser",2477.09,"","https://shop.boeing.com/aviation-supply/p/RR30000270=64","{\"$date\":\"2024-02-25T18:52:05.465Z\"}","{\"$date\":\"2024-02-25T18:52:05.465Z\"}"
"MS9602-546","BRACKET, ANGLE, 90 DEG,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",3,null,0,"aviallaltuser",62.09,"","https://shop.boeing.com/aviation-supply/p/MS9602-546=64","{\"$date\":\"2024-02-25T18:52:09.449Z\"}","{\"$date\":\"2024-02-25T18:52:09.449Z\"}"
"M250-10797","HARNESS: SGTF-ACCESSORY,ASSEMBLY,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",6,null,0,"aviallaltuser",8066.01,"","https://shop.boeing.com/aviation-supply/p/M250-10797=64","{\"$date\":\"2024-02-25T18:52:13.211Z\"}","{\"$date\":\"2024-02-25T18:52:13.211Z\"}"
"M250-10369","Rolls-Royce® Reinforcing Outer Combustion Case Wire Patch M250-10369","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/M250-10369=64","{\"$date\":\"2024-02-25T18:52:16.732Z\"}","{\"$date\":\"2024-02-25T18:52:16.732Z\"}"
"M250-10550","Rolls-Royce® Stage 2 Nozzle Turbune Diaphragm M250-10550","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/M250-10550=64","{\"$date\":\"2024-02-25T18:52:20.739Z\"}","{\"$date\":\"2024-02-25T18:52:20.739Z\"}"
"M250-10673","TUBE ASSY, TMOP-ACCESSORY GEARBX-XDUCER,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",1,null,0,"aviallaltuser",622.3,"","https://shop.boeing.com/aviation-supply/p/M250-10673=64","{\"$date\":\"2024-02-25T18:52:24.639Z\"}","{\"$date\":\"2024-02-25T18:52:24.639Z\"}"
"6823221","INSERT:,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",44,null,0,"aviallaltuser",38.6,"","https://shop.boeing.com/aviation-supply/p/6823221=64","{\"$date\":\"2024-02-25T18:52:28.452Z\"}","{\"$date\":\"2024-02-25T18:52:28.452Z\"}"
"UL28414","SHAFT: DRIVE,TURBINE,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL28414=R2","{\"$date\":\"2024-02-25T18:52:32.021Z\"}","{\"$date\":\"2024-02-25T18:52:32.021Z\"}"
"6847965","VENT - ENGINE,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",12,null,0,"aviallaltuser",4251.85,"","https://shop.boeing.com/aviation-supply/p/6847965=T5","{\"$date\":\"2024-02-25T18:52:36.003Z\"}","{\"$date\":\"2024-02-25T18:52:36.003Z\"}"
"23067610","BLADE: COMPRESSOR,STG10,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",3,null,0,"aviallaltuser",89.34,"","https://shop.boeing.com/aviation-supply/p/23067610=T5","{\"$date\":\"2024-02-25T18:52:39.297Z\"}","{\"$date\":\"2024-02-25T18:52:39.297Z\"}"
"6815295","TERMINAL:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",402,null,0,"aviallaltuser",5.29,"","https://shop.boeing.com/aviation-supply/p/6815295=T5","{\"$date\":\"2024-02-25T18:52:45.360Z\"}","{\"$date\":\"2024-02-25T18:52:45.360Z\"}"
"6899282-19","ORIFICE: VALVE,BLEED, COMPRESSOR","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",37,null,0,"aviallaltuser",16.12,"","https://shop.boeing.com/aviation-supply/p/6899282-19=64","{\"$date\":\"2024-02-25T18:52:48.758Z\"}","{\"$date\":\"2024-02-25T18:52:48.758Z\"}"
"6875593","LEVER: FUEL,CUT-OFF,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",2,null,0,"aviallaltuser",93.35,"","https://shop.boeing.com/aviation-supply/p/6875593=64","{\"$date\":\"2024-02-25T18:52:52.100Z\"}","{\"$date\":\"2024-02-25T18:52:52.100Z\"}"
"6892097-3","RING: RET 12.911IDX .062 5/5,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",1,null,0,"aviallaltuser",214.51,"","https://shop.boeing.com/aviation-supply/p/6892097-3=T5","{\"$date\":\"2024-02-25T18:52:55.394Z\"}","{\"$date\":\"2024-02-25T18:52:55.394Z\"}"
"LJ39018","NOZZLE: DISCHARGE,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LJ39018=R2","{\"$date\":\"2024-02-25T18:52:58.801Z\"}","{\"$date\":\"2024-02-25T18:52:58.801Z\"}"
"UL21939","BRACKET:,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL21939=R2","{\"$date\":\"2024-02-25T18:53:03.984Z\"}","{\"$date\":\"2024-02-25T18:53:03.984Z\"}"
"6825365-3","WASHER,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6825365-3=T5","{\"$date\":\"2024-02-25T18:53:07.174Z\"}","{\"$date\":\"2024-02-25T18:53:07.174Z\"}"
"6855879","KIT: COMPONENT REPLACEMENT,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",107,null,0,"aviallaltuser",9.31,"","https://shop.boeing.com/aviation-supply/p/6855879=64","{\"$date\":\"2024-02-25T18:53:20.632Z\"}","{\"$date\":\"2024-02-25T18:53:20.632Z\"}"
"RR30000251","CONNECTOR: OIL TUBE, POWER TURBINE SUPPORT","Aircraft Parts","ENGINES","Rolls-Royce - RR300 Piece Parts",2,null,0,"aviallaltuser",2450.47,"","https://shop.boeing.com/aviation-supply/p/RR30000251=R4","{\"$date\":\"2024-02-25T18:53:46.911Z\"}","{\"$date\":\"2024-02-25T18:53:46.911Z\"}"
"FW35212","TUBE: AIR TO LINE DISCONNECT T,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/FW35212=R2","{\"$date\":\"2024-02-25T18:53:50.300Z\"}","{\"$date\":\"2024-02-25T18:53:50.300Z\"}"
"6871089","BUSHING: SLEEVE,FLANGED,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",2,null,0,"aviallaltuser",1450.39,"","https://shop.boeing.com/aviation-supply/p/6871089=64","{\"$date\":\"2024-02-25T18:53:54.011Z\"}","{\"$date\":\"2024-02-25T18:53:54.011Z\"}"
"6874337","BRACKET: MOUNTING,RH, DISTRIBUTION BOX","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6874337=T5","{\"$date\":\"2024-02-25T18:53:57.475Z\"}","{\"$date\":\"2024-02-25T18:53:57.475Z\"}"
"LT14110","FRAME: EDGE,VARIABLE INLET, GUIDE","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LT14110=R2","{\"$date\":\"2024-02-25T18:54:02.778Z\"}","{\"$date\":\"2024-02-25T18:54:02.778Z\"}"
"6873466","CONTROL: SENSITIVE,SPEED,ASSEMBLY,","Aircraft Parts","ENGINES","D&D ENTERPRISES, LLC.",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6873466=TO","{\"$date\":\"2024-02-25T18:54:06.438Z\"}","{\"$date\":\"2024-02-25T18:54:06.438Z\"}"
"LK55902","TUBE: AIR, UPR RAKE TO DISCON","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LK55902=R2","{\"$date\":\"2024-02-25T18:54:09.974Z\"}","{\"$date\":\"2024-02-25T18:54:09.974Z\"}"
"MS9593-314","BRACKET: 90DEG,CRES,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",255,null,0,"aviallaltuser",1.44,"","https://shop.boeing.com/aviation-supply/p/MS9593-314=64","{\"$date\":\"2024-02-25T18:54:13.968Z\"}","{\"$date\":\"2024-02-25T18:54:13.968Z\"}"
"UL27552","BLOCK: MOUNTING,SPEED PROBE,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL27552=R2","{\"$date\":\"2024-02-25T18:54:17.402Z\"}","{\"$date\":\"2024-02-25T18:54:17.402Z\"}"
"6823221P006","INSERT:,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",362,null,0,"aviallaltuser",45.44,"","https://shop.boeing.com/aviation-supply/p/6823221P006=64","{\"$date\":\"2024-02-25T18:54:21.355Z\"}","{\"$date\":\"2024-02-25T18:54:21.355Z\"}"
"LK84249","WASHER: CUP,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LK84249=R2","{\"$date\":\"2024-02-25T18:54:24.876Z\"}","{\"$date\":\"2024-02-25T18:54:24.876Z\"}"
"6851815","DOUBLER: OUTER BAND,STG 1,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6851815=T5","{\"$date\":\"2024-02-25T18:54:31.024Z\"}","{\"$date\":\"2024-02-25T18:54:31.024Z\"}"
"6794168","TUBING,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6794168=T5","{\"$date\":\"2024-02-25T18:54:34.509Z\"}","{\"$date\":\"2024-02-25T18:54:34.509Z\"}"
"6737076P012","STUD:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6737076P012=T5","{\"$date\":\"2024-02-25T18:54:37.973Z\"}","{\"$date\":\"2024-02-25T18:54:37.973Z\"}"
"UL39187","VANE: NOZZLE,TURBINE,STG1, THERMOCOUPLE","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL39187=R2","{\"$date\":\"2024-02-25T18:54:43.901Z\"}","{\"$date\":\"2024-02-25T18:54:43.901Z\"}"
"F2782E","SER RECORD PROPELLOR GB ASSEMB,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",106,null,0,"aviallaltuser",0.81,"","https://shop.boeing.com/aviation-supply/p/F2782E=64","{\"$date\":\"2024-02-25T18:54:47.704Z\"}","{\"$date\":\"2024-02-25T18:54:47.704Z\"}"
"RR30000295","TUBE: OIL,PRESSURE, CHECK VALVE TO FIRESHIELD","Aircraft Parts","ENGINES","Rolls-Royce - RR300 Piece Parts",36,null,0,"aviallaltuser",213.92,"","https://shop.boeing.com/aviation-supply/p/RR30000295=R4","{\"$date\":\"2024-02-25T18:54:51.081Z\"}","{\"$date\":\"2024-02-25T18:54:51.081Z\"}"
"LK39786","PLATE: BLANK,TRANS,FUEL INLET,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LK39786=R2","{\"$date\":\"2024-02-25T18:54:54.197Z\"}","{\"$date\":\"2024-02-25T18:54:54.197Z\"}"
"6810066-5","SHIM:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6810066-5=T5","{\"$date\":\"2024-02-25T18:55:20.171Z\"}","{\"$date\":\"2024-02-25T18:55:20.171Z\"}"
"23033697","FAIRING: STRUT, 600 SERIES","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",8,null,0,"aviallaltuser",357,"","https://shop.boeing.com/aviation-supply/p/23033697=T5","{\"$date\":\"2024-02-25T18:55:25.980Z\"}","{\"$date\":\"2024-02-25T18:55:25.980Z\"}"
"D22ASB","D22A SHORT BLOCK COMP,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",6,null,0,"aviallaltuser",1813.04,"","https://shop.boeing.com/aviation-supply/p/D22ASB=T5","{\"$date\":\"2024-02-25T18:55:29.632Z\"}","{\"$date\":\"2024-02-25T18:55:29.632Z\"}"
"6895054","BAFFLE: Z8,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",24,null,0,"aviallaltuser",0.96,"","https://shop.boeing.com/aviation-supply/p/6895054=6N","{\"$date\":\"2024-02-25T18:55:33.041Z\"}","{\"$date\":\"2024-02-25T19:51:20.955Z\"}"
"23075927","NOZZLE: TURBINE,C20/C20R,STG 1,ASSEMBLY,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Exchange",2,null,0,"aviallaltuser",8331,"","https://shop.boeing.com/aviation-supply/p/23075927=MEEXCH","{\"$date\":\"2024-02-25T18:55:36.503Z\"}","{\"$date\":\"2024-02-25T18:55:36.503Z\"}"
"6784246P012","STUD:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6784246P012=T5","{\"$date\":\"2024-02-25T18:55:41.247Z\"}","{\"$date\":\"2024-02-25T18:55:41.247Z\"}"
"UL27982","TUBE: AIR, DISCON TO HP BLEED CONTROLLER","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL27982=R2","{\"$date\":\"2024-02-25T18:55:44.817Z\"}","{\"$date\":\"2024-02-25T18:55:44.817Z\"}"
"6898731","SUPPORT: POWER TURBINE, C20B","Aircraft Parts","ENGINES","Rolls-Royce - M250 Exchange",1,null,0,"aviallaltuser",8652,"","https://shop.boeing.com/aviation-supply/p/6898731=MEEXCH","{\"$date\":\"2024-02-25T18:55:48.376Z\"}","{\"$date\":\"2024-02-25T18:55:48.376Z\"}"
"6845267-1","SLEEVE: BYPASS VALVE,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",1,null,0,"aviallaltuser",1446.54,"","https://shop.boeing.com/aviation-supply/p/6845267-1=T5","{\"$date\":\"2024-02-25T18:55:51.886Z\"}","{\"$date\":\"2024-02-25T18:55:51.886Z\"}"
"UL22001","TUBE: AIR, DISCON TO #17 BURNER","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL22001=R2","{\"$date\":\"2024-02-25T18:55:55.511Z\"}","{\"$date\":\"2024-02-25T18:55:55.511Z\"}"
"LK44092","BEARING: ROLLER,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LK44092=R2","{\"$date\":\"2024-02-25T18:55:58.920Z\"}","{\"$date\":\"2024-02-25T18:55:58.920Z\"}"
"LK43229","CARRIER: SEAL,FACE,OFF TAKE, HP","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524 RSP-SPO",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LK43229=R3","{\"$date\":\"2024-02-25T18:56:02.361Z\"}","{\"$date\":\"2024-02-25T18:56:02.361Z\"}"
"RR30000258","RING: RETAINING,INT,ST, ENERGY ABSORBING","Aircraft Parts","ENGINES","Rolls-Royce - RR300 Piece Parts",3,null,0,"aviallaltuser",6446.72,"","https://shop.boeing.com/aviation-supply/p/RR30000258=R4","{\"$date\":\"2024-02-25T18:56:05.819Z\"}","{\"$date\":\"2024-02-25T18:56:05.819Z\"}"
"6876770","SEAL: INNER,BALANCE PISTON, POWER TURBINE","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",3,null,0,"aviallaltuser",1170.83,"","https://shop.boeing.com/aviation-supply/p/6876770=64","{\"$date\":\"2024-02-25T18:56:09.282Z\"}","{\"$date\":\"2024-02-25T18:56:09.282Z\"}"
"6794358","BRACKET -ANGLE 90 DEG ASSEMBLY, 600 SERIES","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6794358=T5","{\"$date\":\"2024-02-25T18:56:15.004Z\"}","{\"$date\":\"2024-02-25T18:56:15.004Z\"}"
"LK86278","RING: LKG,THRUST RING,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LK86278=R2","{\"$date\":\"2024-02-25T18:56:18.368Z\"}","{\"$date\":\"2024-02-25T18:56:18.368Z\"}"
"6828591","HUB,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6828591=T5","{\"$date\":\"2024-02-25T18:56:21.772Z\"}","{\"$date\":\"2024-02-25T18:56:21.772Z\"}"
"MS9016-18","INSERT: THREADED,ST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",193,null,0,"aviallaltuser",16.53,"","https://shop.boeing.com/aviation-supply/p/MS9016-18=64","{\"$date\":\"2024-02-25T18:56:25.738Z\"}","{\"$date\":\"2024-02-25T18:56:25.738Z\"}"
"23004597","TUBE , P.C. FILTER TO UNIO ASS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",28,null,0,"aviallaltuser",146.72,"","https://shop.boeing.com/aviation-supply/p/23004597=64","{\"$date\":\"2024-02-25T18:56:53.115Z\"}","{\"$date\":\"2024-02-25T18:56:53.115Z\"}"
"UL38570","SHROUD: RING,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-535C",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL38570=R5","{\"$date\":\"2024-02-25T18:56:56.612Z\"}","{\"$date\":\"2024-02-25T18:56:56.612Z\"}"
"6805734","IGNITER: SPARK,2PC IGNITION,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",10,null,0,"aviallaltuser",4265.72,"","https://shop.boeing.com/aviation-supply/p/6805734=T5","{\"$date\":\"2024-02-25T18:56:59.965Z\"}","{\"$date\":\"2024-02-25T18:56:59.965Z\"}"
"6784786P009","STUD:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6784786P009=T5","{\"$date\":\"2024-02-25T18:57:03.501Z\"}","{\"$date\":\"2024-02-25T18:57:03.501Z\"}"
"LT12756","BRACKET:,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LT12756=R2","{\"$date\":\"2024-02-25T18:57:06.972Z\"}","{\"$date\":\"2024-02-25T18:57:06.972Z\"}"
"LK74326","TUBE: HIGH PRESSURE FUEL TO, SCU","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LK74326=R2","{\"$date\":\"2024-02-25T18:57:10.639Z\"}","{\"$date\":\"2024-02-25T18:57:10.639Z\"}"
"UL36906","VANE: NOZZLE,TURBINE,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL36906=R2","{\"$date\":\"2024-02-25T18:57:14.120Z\"}","{\"$date\":\"2024-02-25T18:57:14.120Z\"}"
"RR30000440","PLATE: IDENTIFICATION,","Aircraft Parts","ENGINES","Rolls-Royce - RR300 Piece Parts",7,null,0,"aviallaltuser",19.49,"","https://shop.boeing.com/aviation-supply/p/RR30000440=R4","{\"$date\":\"2024-02-25T18:57:17.681Z\"}","{\"$date\":\"2024-02-25T18:57:17.681Z\"}"
"LK62466","FAIRING: FRT,RH SUPPORT,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LK62466=R2","{\"$date\":\"2024-02-25T18:57:21.140Z\"}","{\"$date\":\"2024-02-25T18:57:21.140Z\"}"
"6841729-059","STUD: STEPPED,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",83,null,0,"aviallaltuser",8.76,"","https://shop.boeing.com/aviation-supply/p/6841729-059=T5","{\"$date\":\"2024-02-25T18:57:24.711Z\"}","{\"$date\":\"2024-02-25T18:57:24.711Z\"}"
"6840882","BUSHING:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6840882=T5","{\"$date\":\"2024-02-25T18:57:28.325Z\"}","{\"$date\":\"2024-02-25T18:57:28.325Z\"}"
"6896489","BRACKET: FUEL CONTROL,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6896489=T5","{\"$date\":\"2024-02-25T18:57:31.911Z\"}","{\"$date\":\"2024-02-25T18:57:31.911Z\"}"
"23064616","SPACER, SEAL - FRONT,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",2,null,0,"aviallaltuser",1109.49,"","https://shop.boeing.com/aviation-supply/p/23064616=64","{\"$date\":\"2024-02-25T18:57:38.241Z\"}","{\"$date\":\"2024-02-25T18:57:38.241Z\"}"
"6781069","GASKET,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6781069=T5","{\"$date\":\"2024-02-25T18:57:41.701Z\"}","{\"$date\":\"2024-02-25T18:57:41.701Z\"}"
"UL23398","PLATE: BAFFLE,FRT, BEARING HOUSING","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL23398=R2","{\"$date\":\"2024-02-25T18:57:45.024Z\"}","{\"$date\":\"2024-02-25T18:57:45.024Z\"}"
