"partNumber","description","category","subCategory","manufacturer","stock","imgUrl","weight","vendor","price","unitMeasure","url","createdAt","updatedAt"
"37931","Momentive™ Sealant RTV106 8 oz Red, 2.8 oz tube","Aircraft Parts","ENGINES","Momentive",72,"https://www.aviall.com/content-images/RTV106-2-80Z=02_280.JPG",0.25,"aviallaltuser",125,"each","https://shop.boeing.com/aviation-supply/p/37931=T5","{\"$date\":\"2023-03-16T15:37:31.865Z\"}","{\"$date\":\"2024-02-25T17:29:30.437Z\"}"
"MS21044N4","NUT: SELF-LKG,ST, NYLON INSERT","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",1165,"https://www.aviall.com/content-images/MS21044N4=64_280.JPG",0.01,"aviallaltuser",0.5,"each","https://shop.boeing.com/aviation-supply/p/MS21044N4=64","{\"$date\":\"2023-03-23T22:07:41.800Z\"}","{\"$date\":\"2024-02-25T15:41:55.468Z\"}"
"MS21044N5","NUT: SELF-LKG,ST, NYLON INSERT","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",260,"https://www.aviall.com/content-images/MS21044N5=64_280.JPG",0.02,"aviallaltuser",2.09,"each","https://shop.boeing.com/aviation-supply/p/MS21044N5=64","{\"$date\":\"2023-03-23T22:51:09.922Z\"}","{\"$date\":\"2024-02-25T16:02:19.209Z\"}"
"MS21044C3","NUT: SELF-LKG,CRES, NYLON INSERT","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",949,null,0.01,"aviallaltuser",1.17,"each","https://shop.boeing.com/aviation-supply/p/MS21044C3=64","{\"$date\":\"2023-03-24T00:46:02.878Z\"}","{\"$date\":\"2024-02-25T15:56:15.775Z\"}"
"MS21043-04","NUT: SELF-LKG,CRES,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",47,null,0.01,"aviallaltuser",1.01,"each","https://shop.boeing.com/aviation-supply/p/MS21043-04=64","{\"$date\":\"2023-03-24T00:54:58.513Z\"}","{\"$date\":\"2024-02-25T15:55:32.966Z\"}"
"MS21043-5","NUT: SELF-LKG,CRES,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",2808,"https://www.aviall.com/content-images/MS21043-5=64_280.JPG",0.01,"aviallaltuser",9.1,"each","https://shop.boeing.com/aviation-supply/p/MS21043-5=64","{\"$date\":\"2023-03-24T00:59:00.248Z\"}","{\"$date\":\"2024-02-25T15:36:47.839Z\"}"
"MS17825-3","NUT: CASTLE,SELF-LKG,ST, NYLON INSERT","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",235,null,0.01,"aviallaltuser",2.91,"each","https://shop.boeing.com/aviation-supply/p/MS17825-3=64","{\"$date\":\"2023-03-24T01:07:26.778Z\"}","{\"$date\":\"2024-02-25T16:31:39.213Z\"}"
"MS21043-3","NUT: SELF-LKG,CRES,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",551,"https://www.aviall.com/content-images/MS21043-3=64_280.JPG",0.01,"aviallaltuser",3.21,"each","https://shop.boeing.com/aviation-supply/p/MS21043-3=R4","{\"$date\":\"2023-03-24T03:06:46.612Z\"}","{\"$date\":\"2024-02-25T17:32:04.063Z\"}"
"AN121503","NUT: HEX HD, ST,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,"https://www.aviall.com/content-images/AN121503=T5_280.JPG",0.01,"aviallaltuser",null,null,"https://shop.boeing.com/aviation-supply/p/AN121503=T5","{\"$date\":\"2023-03-24T12:55:11.454Z\"}","{\"$date\":\"2024-02-25T16:34:07.268Z\"}"
"MS51957-41","SCREW: PAN HD,MACHINE,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",308,null,0.01,"aviallaltuser",0.75,"each","https://shop.boeing.com/aviation-supply/p/MS51957-41=R4","{\"$date\":\"2023-03-24T17:42:07.255Z\"}","{\"$date\":\"2024-02-25T18:44:45.362Z\"}"
"MS35206-241","SCREW: PAN HD,MACHINE,ST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",0,null,0.1,"aviallaltuser",null,"lead","https://shop.boeing.com/aviation-supply/p/MS35206-241=MN","{\"$date\":\"2023-03-27T18:06:46.229Z\"}","{\"$date\":\"2024-02-25T18:20:16.782Z\"}"
"MS24621-7","SCREW: THREAD FORMING,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",1564,"https://www.aviall.com/content-images/MS24621-7=64_280.JPG",0.001,"aviallaltuser",7.12,"each","https://shop.boeing.com/aviation-supply/p/MS24621-7=64","{\"$date\":\"2023-03-28T06:04:29.012Z\"}","{\"$date\":\"2024-02-25T15:57:00.022Z\"}"
"MS24674-18","SCREW: SOCKET HD,CAP,ST, DRILLED","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",83,null,0.01,"aviallaltuser",7.73,"each","https://shop.boeing.com/aviation-supply/p/MS24674-18=64","{\"$date\":\"2023-03-28T06:27:14.502Z\"}","{\"$date\":\"2024-02-25T16:30:20.521Z\"}"
"MS24665-151","PIN: COTTER,ST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",8241,"https://www.aviall.com/content-images/MS24665-151=64_280.JPG",0.01,"aviallaltuser",0.05,"each","https://shop.boeing.com/aviation-supply/p/MS24665-151=64","{\"$date\":\"2023-03-29T15:09:12.239Z\"}","{\"$date\":\"2024-02-25T15:21:25.858Z\"}"
"MS24665-1013","PIN: COTTER,ST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",145,"https://www.aviall.com/content-images/MS24665-1013=64_280.JPG",0.01,"aviallaltuser",0.64,"each","https://shop.boeing.com/aviation-supply/p/MS24665-1013=64","{\"$date\":\"2023-03-30T00:55:43.703Z\"}","{\"$date\":\"2024-02-25T16:00:03.289Z\"}"
"MS9245-24","PIN: COTTER,CRES,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",7,null,0.01,"aviallaltuser",0.75,"each","https://shop.boeing.com/aviation-supply/p/MS9245-24=64","{\"$date\":\"2023-03-30T01:00:31.691Z\"}","{\"$date\":\"2024-02-25T16:49:22.795Z\"}"
"AN924-4J","NUT: BULKHEAD,SS,1PK,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",29,null,0.02,"aviallaltuser",11.58,"each","https://shop.boeing.com/aviation-supply/p/AN924-4J=64","{\"$date\":\"2023-06-02T11:42:27.588Z\"}","{\"$date\":\"2024-02-25T15:53:23.475Z\"}"
"AN929-4J","CAP: FLARED TUBE,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",127,null,0.04,"aviallaltuser",21.39,"each","https://shop.boeing.com/aviation-supply/p/AN929-4J=64","{\"$date\":\"2023-06-02T11:42:54.223Z\"}","{\"$date\":\"2024-02-25T16:28:17.101Z\"}"
"AN104607","BOLT: HEX HD,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",83,"https://www.aviall.com/content-images/AN104607=64_280.JPG",0.008,"aviallaltuser",3.75,"each","https://shop.boeing.com/aviation-supply/p/AN104607=64","{\"$date\":\"2023-06-02T13:33:36.521Z\"}","{\"$date\":\"2024-02-25T15:37:11.859Z\"}"
"AS5174J0505","UNION: TUBE,FLARED,SS,1PK,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",2,null,0.062,"aviallaltuser",40.12,"each","https://shop.boeing.com/aviation-supply/p/AS5174J0505=64","{\"$date\":\"2023-06-02T13:41:29.557Z\"}","{\"$date\":\"2024-02-25T17:25:10.462Z\"}"
"AN837-8J","ELBOW: 45DEG,FLARED,SS, BULKHEAD & UNIV","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",0,null,0.3,"aviallaltuser",150.13,"each","https://shop.boeing.com/aviation-supply/p/AN837-8J=64","{\"$date\":\"2023-06-02T13:51:31.761Z\"}","{\"$date\":\"2024-02-25T16:21:12.370Z\"}"
"AN833-5J","ELBOW: 90DEG,FLARED,SS,1PK, BULKHEAD & UNIV","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",1,null,0.13,"aviallaltuser",94.02,"each","https://shop.boeing.com/aviation-supply/p/AN833-5J=64","{\"$date\":\"2023-06-04T03:53:22.145Z\"}","{\"$date\":\"2024-02-25T16:40:57.163Z\"}"
"AS5178J05","NUT: BULKHEAD,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",108,null,0.03,"aviallaltuser",38.75,"each","https://shop.boeing.com/aviation-supply/p/AS5178J05=64","{\"$date\":\"2023-06-04T03:54:11.130Z\"}","{\"$date\":\"2024-02-25T18:21:12.079Z\"}"
"AN924-5J","NUT: BULKHEAD,SS, USE AS5178J05=64","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",0,"https://www.aviall.com/content-images/AN924-5J=64_280.JPG",0.03,"aviallaltuser",null,"each","https://shop.boeing.com/aviation-supply/p/AN924-5J=MN","{\"$date\":\"2023-06-04T03:54:35.893Z\"}","{\"$date\":\"2024-02-25T19:19:01.208Z\"}"
"MS35338-137","WASHER: LOCK,SPLIT,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",1033,"https://www.aviall.com/content-images/MS35338-137=64_280.JPG",0.01,"aviallaltuser",0.12,"each","https://shop.boeing.com/aviation-supply/p/MS35338-137=64","{\"$date\":\"2023-06-04T03:54:59.874Z\"}","{\"$date\":\"2024-02-25T15:46:39.045Z\"}"
"AS1038J0404","ELBOW: 90DEG,FLARED,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",12,null,0.09,"aviallaltuser",194.35,"each","https://shop.boeing.com/aviation-supply/p/AS1038J0404=64","{\"$date\":\"2023-06-04T03:55:47.336Z\"}","{\"$date\":\"2024-02-25T19:03:46.596Z\"}"
"AS5174J0606","UNION: FLARED TUBE,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",21,null,0.088,"aviallaltuser",17.52,"each","https://shop.boeing.com/aviation-supply/p/AS5174J0606=64","{\"$date\":\"2023-06-04T03:58:53.069Z\"}","{\"$date\":\"2024-02-25T16:46:12.909Z\"}"
"NAS1149C0363R","WASHER: FLT,ST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",9377,"https://www.aviall.com/content-images/NAS1149C0363R=64_280.JPG",0.01,"aviallaltuser",0.15,"each","https://shop.boeing.com/aviation-supply/p/NAS1149C0363R=64","{\"$date\":\"2023-06-04T03:59:17.679Z\"}","{\"$date\":\"2024-02-25T15:36:10.069Z\"}"
"NAS1149C0432R","WASHER: FLT,ST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",16126,"https://www.aviall.com/content-images/NAS1149C0432R=64_280.JPG",0.001,"aviallaltuser",0.09,"each","https://shop.boeing.com/aviation-supply/p/NAS1149C0432R=64","{\"$date\":\"2023-06-04T03:59:42.117Z\"}","{\"$date\":\"2024-02-25T15:36:25.321Z\"}"
"NAS1149C0563R","NAS1149C0563R Flat Washer, 0.328 in ID x 0.562 in OD Dia, 0.063 in Thick","Aircraft Parts","ENGINES","Hardware - Misc",100,"https://www.aviall.com/content-images/NAS1149C0563R=28_280.JPG",0.005,"aviallaltuser",1.58,"each","https://shop.boeing.com/aviation-supply/p/NAS1149C0563R=R4","{\"$date\":\"2023-06-05T20:07:19.001Z\"}","{\"$date\":\"2024-02-25T17:14:13.708Z\"}"
"AN104606","BOLT: HEX HD,CRES,","Aircraft Parts","ENGINES","Pratt & Whitney Canada Corp",185,null,0.001,"aviallaltuser",7.1,"each","https://shop.boeing.com/aviation-supply/p/AN104606=64","{\"$date\":\"2023-06-06T01:20:54.357Z\"}","{\"$date\":\"2024-02-25T16:56:18.497Z\"}"
"MS9314-03","CAP: TUBE,CRES,","Aircraft Parts","ENGINES","Pratt & Whitney Canada Corp",10,null,0,"aviallaltuser",77.53,"each","https://shop.boeing.com/aviation-supply/p/MS9314-03=64","{\"$date\":\"2023-06-06T01:22:38.926Z\"}","{\"$date\":\"2024-02-25T16:42:40.811Z\"}"
"NAS1149C0932B","WASHER: FLT,ST,","Aircraft Parts","ENGINES","Hardware - Misc",0,"https://www.aviall.com/content-images/NAS1149C0932B=28_280.JPG",0.01,"aviallaltuser",null,null,"https://shop.boeing.com/aviation-supply/p/NAS1149C0932B=MN","{\"$date\":\"2023-06-06T01:43:27.416Z\"}","{\"$date\":\"2024-02-25T17:56:30.632Z\"}"
"NAS1149C0463R","WASHER: FLT,ST, USE SOH ONLY","Aircraft Parts","ENGINES","GE Engines - Middle River",84,"https://www.aviall.com/content-images/NAS1149C0463R=MA_280.JPG",0.002,"aviallaltuser",0.1,"each","https://shop.boeing.com/aviation-supply/p/NAS1149C0463R=R4","{\"$date\":\"2023-06-06T02:06:35.860Z\"}","{\"$date\":\"2024-02-25T16:31:09.072Z\"}"
"6808392","NUT: SPLINE,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",88,"https://www.aviall.com/content-images/6808392=64_280.JPG",0.034,"aviallaltuser",118.33,"each","https://shop.boeing.com/aviation-supply/p/6808392=64","{\"$date\":\"2023-06-06T02:26:17.617Z\"}","{\"$date\":\"2024-02-25T15:25:16.746Z\"}"
"AS5178J04","AS5178J04 Bulkhead Nut, 1/4 in, 1/4 in H, 7/16-20, UNJF, 3B, Right Hand, Passivated","Aircraft Parts","ENGINES","Hardware - Misc",0,null,0.03,"aviallaltuser",7.95,"each","https://shop.boeing.com/aviation-supply/p/AS5178J04=64","{\"$date\":\"2023-06-06T02:36:01.403Z\"}","{\"$date\":\"2024-02-25T17:51:40.443Z\"}"
"NAS1149C0332R","NAS1149C0332R Flat Washer, 0.203 in ID x 0.438 in OD Dia, 0.032 in Thick","Aircraft Parts","ENGINES","Wesco Aircraft Hardware Corp.",0,"https://www.aviall.com/content-images/NAS1149C0332R=28_280.JPG",0.01,"aviallaltuser",0.02,"each","https://shop.boeing.com/aviation-supply/p/NAS1149C0332R=64","{\"$date\":\"2023-06-06T02:37:25.681Z\"}","{\"$date\":\"2024-02-25T15:25:55.851Z\"}"
"AN960XC916L","WASHER: FLT,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",1476,null,0.01,"aviallaltuser",1.25,"each","https://shop.boeing.com/aviation-supply/p/AN960XC916L=64","{\"$date\":\"2023-06-06T02:49:56.161Z\"}","{\"$date\":\"2024-02-25T18:54:27.367Z\"}"
"AN104608","BOLT: HEX HD,SS,","Aircraft Parts","ENGINES","Hardware - Misc",37,null,0.01,"aviallaltuser",7.08,"each","https://shop.boeing.com/aviation-supply/p/AN104608=64","{\"$date\":\"2023-06-06T07:02:20.524Z\"}","{\"$date\":\"2024-02-25T19:45:20.118Z\"}"
"AN104613","BOLT: HEX HD,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",77,"https://www.aviall.com/content-images/AN104613=64_280.JPG",0.01,"aviallaltuser",13.54,"each","https://shop.boeing.com/aviation-supply/p/AN104613=64","{\"$date\":\"2023-06-06T07:04:05.073Z\"}","{\"$date\":\"2024-02-25T15:48:47.821Z\"}"
"AN104620","BOLT: HEX HD,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",275,"https://www.aviall.com/content-images/AN104620=64_280.JPG",0.02,"aviallaltuser",40.59,"each","https://shop.boeing.com/aviation-supply/p/AN104620=64","{\"$date\":\"2023-06-06T07:04:27.142Z\"}","{\"$date\":\"2024-02-25T16:05:35.612Z\"}"
"AN104709","BOLT: HEX HD,SS,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",15,null,0.02,"aviallaltuser",9.04,"each","https://shop.boeing.com/aviation-supply/p/AN104709=T5","{\"$date\":\"2023-06-06T07:05:26.025Z\"}","{\"$date\":\"2024-02-25T19:23:01.752Z\"}"
"AN106526","BOLT: HEX HD,SS,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",18,null,0.03,"aviallaltuser",44.08,"each","https://shop.boeing.com/aviation-supply/p/AN106526=T5","{\"$date\":\"2023-06-06T07:07:30.143Z\"}","{\"$date\":\"2024-02-25T16:59:41.932Z\"}"
"AN106624","BOLT: HEX HD,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",35,"https://www.aviall.com/content-images/AN106624=64_280.JPG",0.04,"aviallaltuser",13.41,"each","https://shop.boeing.com/aviation-supply/p/AN106624=R4","{\"$date\":\"2023-06-06T07:07:52.253Z\"}","{\"$date\":\"2024-02-25T19:55:09.875Z\"}"
"AN107307","BOLT: HEX HD,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",0,null,0.1,"aviallaltuser",null,null,"https://shop.boeing.com/aviation-supply/p/AN107307=64","{\"$date\":\"2023-06-06T07:09:17.333Z\"}","{\"$date\":\"2024-02-25T18:17:45.420Z\"}"
"AN107414","BOLT: HEX HD,SS,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",38,null,0.03,"aviallaltuser",17.6,"each","https://shop.boeing.com/aviation-supply/p/AN107414=T5","{\"$date\":\"2023-06-06T07:11:00.380Z\"}","{\"$date\":\"2024-02-25T16:35:06.536Z\"}"
"AN924-8J","NUT: BULKHEAD,SS,1PK,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",0,null,0.04,"aviallaltuser",18.05,"each","https://shop.boeing.com/aviation-supply/p/AN924-8J=64","{\"$date\":\"2023-06-06T07:29:50.778Z\"}","{\"$date\":\"2024-02-25T16:21:09.856Z\"}"
"AN929-3J","CAP: FLARED TUBE,SS,","Aircraft Parts","ENGINES","Rolls-Royce - RR300 Piece Parts",15,null,0.03,"aviallaltuser",19.25,"each","https://shop.boeing.com/aviation-supply/p/AN929-3J=R4","{\"$date\":\"2023-06-06T07:30:17.826Z\"}","{\"$date\":\"2024-02-25T19:40:12.672Z\"}"
"AS1038J0505","FITTING: ELBOW,90DEG,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",4,null,0.115,"aviallaltuser",118.42,"each","https://shop.boeing.com/aviation-supply/p/AS1038J0505=64","{\"$date\":\"2023-06-06T07:37:16.551Z\"}","{\"$date\":\"2024-02-25T17:52:12.164Z\"}"
"AS5174J0404","UNION: FLARED TUBE,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",26,null,0.05,"aviallaltuser",93.25,"each","https://shop.boeing.com/aviation-supply/p/AS5174J0404=64","{\"$date\":\"2023-06-06T07:37:56.889Z\"}","{\"$date\":\"2024-02-25T17:51:37.952Z\"}"
"MS9060-05","BOLT: HEX HD,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",90,"https://www.aviall.com/content-images/MS9060-05=64_280.JPG",0.01,"aviallaltuser",8.85,"each","https://shop.boeing.com/aviation-supply/p/MS9060-05=R4","{\"$date\":\"2023-06-06T08:00:41.941Z\"}","{\"$date\":\"2024-02-25T18:50:27.291Z\"}"
"MS9060-07","BOLT: HEX HD,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",409,"https://www.aviall.com/content-images/MS9060-07=64_280.JPG",0.009,"aviallaltuser",13.75,"each","https://shop.boeing.com/aviation-supply/p/MS9060-07=64","{\"$date\":\"2023-06-06T08:01:43.703Z\"}","{\"$date\":\"2024-02-25T17:08:13.984Z\"}"
"MS9060-28","BOLT: HEX HD,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",244,null,0.02,"aviallaltuser",39.92,"each","https://shop.boeing.com/aviation-supply/p/MS9060-28=64","{\"$date\":\"2023-06-06T08:02:05.895Z\"}","{\"$date\":\"2024-02-25T16:46:34.989Z\"}"
"AN125402","RIVET: SOLID,UNIV HD,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",156,"https://www.aviall.com/content-images/AN125402=64_280.JPG",0.01,"aviallaltuser",0.95,"each","https://shop.boeing.com/aviation-supply/p/AN125402=64","{\"$date\":\"2023-06-06T09:20:22.383Z\"}","{\"$date\":\"2024-02-25T15:56:54.891Z\"}"
"AN500D4-4","SCREW: FIL HD,MACHINE,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",621,"https://www.aviall.com/content-images/AN500D4-4=64_280.JPG",0.01,"aviallaltuser",2.61,"each","https://shop.boeing.com/aviation-supply/p/AN500D4-4=64","{\"$date\":\"2023-06-06T09:32:58.968Z\"}","{\"$date\":\"2024-02-25T15:33:47.198Z\"}"
"M250-10905","LINER: COMBUSTION,SERIES IV,SS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",58,null,6.9,"aviallaltuser",9413.74,"each","https://shop.boeing.com/aviation-supply/p/M250-10905=64","{\"$date\":\"2023-06-06T09:55:48.462Z\"}","{\"$date\":\"2024-02-25T17:51:03.708Z\"}"
"AN104711","BOLT: HEX HD,SS, DIA .249IN","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",171,"https://www.aviall.com/content-images/AN104711=64_280.JPG",0.02,"aviallaltuser",26.1,"each","https://shop.boeing.com/aviation-supply/p/AN104711=64","{\"$date\":\"2023-06-07T04:50:26.675Z\"}","{\"$date\":\"2024-02-25T15:59:49.418Z\"}"
"AN173C10","BOLT: CLOSE TOLERANCE,SS, DRILLED SHANK","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",3,null,0.01,"aviallaltuser",41.35,"each","https://shop.boeing.com/aviation-supply/p/AN173C10=64","{\"$date\":\"2023-06-07T04:52:23.630Z\"}","{\"$date\":\"2024-02-25T17:01:07.377Z\"}"
"AN173C6","BOLT: CLOSE TOLERANCE,SS, DRILLED SHANK","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",28,null,0.01,"aviallaltuser",11.28,"each","https://shop.boeing.com/aviation-supply/p/AN173C6=64","{\"$date\":\"2023-06-07T04:54:18.068Z\"}","{\"$date\":\"2024-02-25T16:25:35.271Z\"}"
"AN173C7","BOLT: CLOSE TOLERANCE,SS, DRILLED SHANK","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",29,null,0.02,"aviallaltuser",146.01,"each","https://shop.boeing.com/aviation-supply/p/AN173C7=64","{\"$date\":\"2023-06-07T04:54:51.380Z\"}","{\"$date\":\"2024-02-25T17:14:53.466Z\"}"
"MS35276-260","SCREW: FIL HD,MACHINE,SS, DRILLED","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",0,null,0.01,"aviallaltuser",1.64,"each","https://shop.boeing.com/aviation-supply/p/MS35276-260=64","{\"$date\":\"2023-06-07T06:01:09.851Z\"}","{\"$date\":\"2024-02-25T16:03:58.084Z\"}"
"AN919-3J","REDUCER: FLARED TUBE,SS,1PK, EXT THREAD","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",22,null,1.08,"aviallaltuser",21.17,"each","https://shop.boeing.com/aviation-supply/p/AN919-3J=64","{\"$date\":\"2023-06-07T06:34:35.166Z\"}","{\"$date\":\"2024-02-25T16:08:22.512Z\"}"
"AS1038GJ0404","ELBOW: 90DEG,FLARED,SS, BULKHEAD & UNIV","Aircraft Parts","ENGINES","Rolls-Royce - RR300 Piece Parts",5,null,0.11,"aviallaltuser",72.96,"each","https://shop.boeing.com/aviation-supply/p/AS1038GJ0404=R4","{\"$date\":\"2023-06-07T06:35:07.725Z\"}","{\"$date\":\"2024-02-25T18:06:25.868Z\"}"
"MS9556-24","BOLT: MACHINE,DBL HEX HD,SS,","Aircraft Parts","ENGINES","Pratt & Whitney Canada – PW610 Piece Parts",214,null,0.03,"aviallaltuser",10.24,"not","https://shop.boeing.com/aviation-supply/p/MS9556-24=64","{\"$date\":\"2023-06-09T00:32:36.648Z\"}","{\"$date\":\"2024-02-25T17:00:12.428Z\"}"
"MS9565-06","BOLT: MACHINE,DBL HEX HD,SS,","Aircraft Parts","ENGINES","Pratt & Whitney Canada – PW610 Piece Parts",10,null,0.02,"aviallaltuser",3.98,"not","https://shop.boeing.com/aviation-supply/p/MS9565-06=T5","{\"$date\":\"2023-06-09T00:34:05.605Z\"}","{\"$date\":\"2024-02-25T18:04:25.436Z\"}"
"AS3209-017","ORING: FLUOROCARBON,75,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",288,"https://www.aviall.com/content-images/AS3209-017=64_280.JPG",0.01,"aviallaltuser",3.13,"each","https://shop.boeing.com/aviation-supply/p/AS3209-017=64","{\"$date\":\"2023-08-01T11:32:58.539Z\"}","{\"$date\":\"2024-02-25T15:49:14.400Z\"}"
"AS3209-020","ORING: FLUOROCARBON,75,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",76,"https://www.aviall.com/content-images/AS3209-020=64_280.JPG",0.005,"aviallaltuser",1.28,"each","https://shop.boeing.com/aviation-supply/p/AS3209-020=64","{\"$date\":\"2023-08-01T12:35:16.970Z\"}","{\"$date\":\"2024-02-25T15:59:46.920Z\"}"
"AS3209-113","Aerospace Standard AS3209-113 O-Ring","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",362,"https://www.aviall.com/content-images/AS3209-113=64_280.JPG",0.01,"aviallaltuser",1.99,"each","https://shop.boeing.com/aviation-supply/p/AS3209-113=64","{\"$date\":\"2023-08-01T15:11:15.001Z\"}","{\"$date\":\"2024-02-25T15:39:25.709Z\"}"
"AS3208-04","ORING: FLUOROCARBON,75,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",838,"https://www.aviall.com/content-images/AS3208-04=64_280.JPG",0.01,"aviallaltuser",0.46,"each","https://shop.boeing.com/aviation-supply/p/AS3208-04=64","{\"$date\":\"2023-08-01T15:26:00.509Z\"}","{\"$date\":\"2024-02-25T15:39:23.201Z\"}"
"NAS1149F0763P","WASHER: FLT,ST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",0,"https://www.aviall.com/content-images/NAS1149F0763P=64_280.JPG",0.01,"aviallaltuser",0.09,"each","https://shop.boeing.com/aviation-supply/p/NAS1149F0763P=64","{\"$date\":\"2023-08-10T11:33:56.274Z\"}","{\"$date\":\"2024-02-25T15:57:07.522Z\"}"
"NAS1149F0463P","WASHER: FLT,ST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",1126,"https://www.aviall.com/content-images/NAS1149F0463P=64_280.JPG",0.002,"aviallaltuser",1.13,"each","https://shop.boeing.com/aviation-supply/p/NAS1149F0463P=64","{\"$date\":\"2023-08-10T12:07:37.370Z\"}","{\"$date\":\"2024-02-25T16:18:50.541Z\"}"
"NAS1149F0332P","NAS1149F0332P Flat Washer, 0.203 in ID x 0.438 in OD Dia, 0.032 in Thick","Aircraft Parts","ENGINES","Hardware - Misc",24448,"https://www.aviall.com/content-images/NAS1149F0332P=28_280.JPG",0.001,"aviallaltuser",0.09,"each","https://shop.boeing.com/aviation-supply/p/NAS1149F0332P=64","{\"$date\":\"2023-08-10T12:51:38.663Z\"}","{\"$date\":\"2024-02-25T15:24:35.098Z\"}"
"AS3209-116","Proponent® AS3209-116 O-Ring, 0.728 in ID, 0.103 in Thick, Fluorocarbon, Black","Aircraft Parts","ENGINES","Proponent",63,null,0.001,"aviallaltuser",1.39,"each","https://shop.boeing.com/aviation-supply/p/AS3209-116=64","{\"$date\":\"2023-08-10T18:53:06.521Z\"}","{\"$date\":\"2024-02-25T16:08:50.132Z\"}"
"AS3209-122","Proponent® AS3209-122 O-Ring, 1.102 in ID x 1.318 in OD, 0.103 in Thick, Fluorocarbon, Black","Aircraft Parts","ENGINES","Proponent",654,null,0.01,"aviallaltuser",1.17,"each","https://shop.boeing.com/aviation-supply/p/AS3209-122=64","{\"$date\":\"2023-08-10T20:22:53.750Z\"}","{\"$date\":\"2024-02-25T15:42:55.905Z\"}"
